Id,StageName,Amount,Product,Competitor,Account,Vertical
2172,Prove,"$55,018.00","Learning, Regulation Management",MedTeach,East Harbor Home Health Center 1172,HH
2173,Negotiate,"$23,287.00","Compliance, XM",SNFCourse,Grand Creek Assisted Living Center 1173,AL
2174,Closed Won,"$44,050.00","Learning, Regulation Management, Compliance, XM",SNFCourse,New Ridge Home Care Center 1174,HC
2175,Identify,"$43,978.00","Learning, Policy Management",InsightsAct,Lake View Assisted Living Center 1175,AL
2176,Identify,"$19,171.00","Learning, Regulation Management, Compliance, XM",InsightsAct,North View Assisted Living Center 1176,AL
2177,Identify,"$46,980.00","Learning, Assessments",CareEd,North View Home Care Center 1177,HC
2178,Engage,"$32,059.00",Learning,SNFCourse,River Point Home Care Center 1178,HC
2179,Engage,"$75,631.00",Policy Management,MedTeach,West Haven SNF Center 1179,SNF
2180,Identify,"$15,743.00",Policy Management,SNFCourse,North Point Assisted Living Center 1180,AL
2181,Closed Won,"$1,748.00",XM,SNFCourse,Pine Ridge Home Care Center 1181,HC
2182,Engage,"$37,767.00","Compliance, XM",SNFCourse,East Heights Assisted Living Center 1182,AL
2183,Prove,"$77,086.00","Learning, Policy Management",InsightsAct,Grand Heights SNF Center 1183,SNF
2184,Identify,"$67,975.00",Learning,InsightsAct,New Harbor Home Health Center 1184,HH
2185,Closed Lost,"$79,912.00","Learning, XM",MedTeach,Pine Heights Assisted Living Center 1185,AL
2186,Identify,"$76,224.00",XM,InsightsAct,South View Home Health Center 1186,HH
2187,Identify,"$61,356.00","Learning, Regulation Management, Compliance, XM",MedTeach,Lake Haven SNF Center 1187,SNF
2188,Engage,"$26,410.00",Learning,MedTeach,West Haven SNF Center 1188,SNF
2189,Identify,"$58,098.00",Policy Management,InsightsAct,Pine Grove SNF Center 1189,SNF
2190,Prove,"$67,021.00",Policy Management,CareEd,Oak View Home Health Center 1190,HH
2191,Engage,"$57,955.00",Policy Management,MedTeach,Lake Point SNF Center 1191,SNF
2192,Prove,"$61,759.00",XM,InsightsAct,Oak Creek SNF Center 1192,SNF
2193,Prove,"$11,057.00","Learning, Policy Management",MedTeach,West Point Home Health Center 1193,HH
2194,Closed Won,"$47,838.00",XM,InsightsAct,New Valley Home Care Center 1194,HC
2195,Prove,"$4,093.00","Learning, XM",CareEd,East Point Home Health Center 1195,HH
2196,Engage,"$41,682.00",Policy Management,SNFCourse,Grand Creek SNF Center 1196,SNF
2197,Engage,"$57,995.00",Learning,MedTeach,River Ridge Home Health Center 1197,HH
2198,Prove,"$80,245.00","Learning, Regulation Management, Compliance, XM",InsightsAct,West Creek SNF Center 1198,SNF
2199,Identify,"$68,060.00",Policy Management,InsightsAct,River Harbor Home Health Center 1199,HH
2200,Identify,"$54,022.00","Compliance, XM",CareEd,New Harbor Home Care Center 1200,HC
2201,Closed Lost,"$10,561.00",Learning,InsightsAct,West Point Assisted Living Center 1201,AL
2202,Identify,"$35,270.00","Learning, Assessments",MedTeach,Lake Springs SNF Center 1202,SNF
2203,Identify,"$71,615.00","Compliance, XM",MedTeach,New Haven Assisted Living Center 1203,AL
2204,Engage,"$60,703.00",Policy Management,SNFCourse,West Valley Assisted Living Center 1204,AL
2205,Prove,"$69,548.00","Learning, XM",InsightsAct,New Heights Assisted Living Center 1205,AL
2206,Engage,"$36,718.00","Learning, Regulation Management",MedTeach,Lake Haven SNF Center 1206,SNF
2207,Prove,"$61,456.00","Learning, Assessments",MedTeach,New Valley Assisted Living Center 1207,AL
2208,Prove,"$83,877.00",Learning,InsightsAct,River Heights Home Care Center 1208,HC
2209,Prove,"$78,997.00",Policy Management,InsightsAct,River Springs Home Health Center 1209,HH
2210,Closed Won,"$25,105.00",Learning,MedTeach,River Heights Assisted Living Center 1210,AL
2211,Identify,"$40,614.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Creek Home Care Center 1211,HC
2212,Negotiate,"$74,023.00","Learning, Regulation Management",MedTeach,Pine Grove SNF Center 1212,SNF
2213,Engage,"$79,487.00","Compliance, XM",MedTeach,North Harbor SNF Center 1213,SNF
2214,Closed Won,"$17,015.00",Learning,InsightsAct,West Ridge Assisted Living Center 1214,AL
2215,Closed Lost,"$11,514.00","Learning, Assessments",MedTeach,Oak View Home Care Center 1215,HC
2216,Closed Won,"$10,954.00",Learning,SNFCourse,Pine Creek Home Health Center 1216,HH
2217,Identify,"$31,724.00",XM,MedTeach,East View Home Health Center 1217,HH
2218,Closed Won,"$35,962.00","Learning, Policy Management",InsightsAct,New Heights Home Health Center 1218,HH
2219,Identify,"$5,904.00",Policy Management,CareEd,South Grove Home Care Center 1219,HC
2220,Prove,"$68,218.00","Learning, XM",SNFCourse,New Haven Home Care Center 1220,HC
2221,Negotiate,"$4,724.00",XM,CareEd,Pine Harbor Home Care Center 1221,HC
2222,Prove,"$34,151.00","Learning, Regulation Management",SNFCourse,River Creek Assisted Living Center 1222,AL
2223,Closed Lost,"$35,388.00",XM,MedTeach,North View Home Care Center 1223,HC
2224,Prove,"$56,553.00",XM,MedTeach,River Harbor Assisted Living Center 1224,AL
2225,Closed Lost,"$62,405.00","Learning, Regulation Management, Compliance, XM",CareEd,New Creek Assisted Living Center 1225,AL
2226,Engage,"$47,270.00",Learning,SNFCourse,New Point Home Health Center 1226,HH
2227,Identify,"$74,916.00",Learning,InsightsAct,North Ridge Home Care Center 1227,HC
2228,Identify,"$70,469.00","Learning, Assessments",CareEd,South Springs Home Health Center 1228,HH
2229,Prove,"$35,753.00",Policy Management,SNFCourse,North Valley Home Care Center 1229,HC
2230,Closed Lost,"$69,112.00","Learning, Policy Management",SNFCourse,Lake Harbor SNF Center 1230,SNF
2231,Prove,"$42,774.00","Compliance, XM",MedTeach,River Valley Home Care Center 1231,HC
2232,Engage,"$63,630.00",Learning,MedTeach,East Harbor SNF Center 1232,SNF
2233,Closed Won,"$34,893.00",Learning,CareEd,East Heights Home Health Center 1233,HH
2234,Prove,"$9,502.00","Learning, XM",CareEd,Grand Heights Home Health Center 1234,HH
2235,Identify,"$6,898.00",Learning,CareEd,South Creek Home Health Center 1235,HH
2236,Closed Lost,"$71,014.00",XM,CareEd,Pine Haven Assisted Living Center 1236,AL
2237,Identify,"$48,880.00",Policy Management,InsightsAct,New Heights Home Health Center 1237,HH
2238,Prove,"$50,075.00",Learning,SNFCourse,North Haven Home Health Center 1238,HH
2239,Identify,"$43,676.00","Learning, Policy Management",MedTeach,Grand Heights Home Health Center 1239,HH
2240,Negotiate,"$46,342.00",Learning,MedTeach,Oak Grove Assisted Living Center 1240,AL
2241,Prove,"$45,874.00","Learning, XM",SNFCourse,River Valley SNF Center 1241,SNF
2242,Engage,"$77,994.00","Learning, Policy Management",SNFCourse,Lake Springs SNF Center 1242,SNF
2243,Engage,"$24,328.00",XM,SNFCourse,Oak Heights Home Care Center 1243,HC
2244,Closed Won,"$11,986.00","Learning, Regulation Management, Compliance, XM",SNFCourse,South Grove Home Health Center 1244,HH
2245,Identify,"$62,504.00","Compliance, XM",CareEd,New Haven Assisted Living Center 1245,AL
2246,Prove,"$10,250.00","Learning, Assessments",MedTeach,South Valley SNF Center 1246,SNF
2247,Closed Lost,"$42,989.00","Learning, Policy Management",MedTeach,North Grove Home Care Center 1247,HC
2248,Prove,"$82,971.00",Learning,SNFCourse,South Springs SNF Center 1248,SNF
2249,Identify,"$36,216.00",Policy Management,MedTeach,South Valley Home Health Center 1249,HH
2250,Negotiate,"$78,067.00",Learning,CareEd,Lake Ridge Assisted Living Center 1250,AL
2251,Closed Won,"$2,151.00","Compliance, XM",MedTeach,Lake Heights Home Health Center 1251,HH
2252,Closed Won,"$51,803.00",XM,SNFCourse,Pine Valley Assisted Living Center 1252,AL
2253,Closed Lost,"$20,700.00","Learning, Policy Management",CareEd,West Grove SNF Center 1253,SNF
2254,Engage,"$19,897.00",Policy Management,MedTeach,West Creek SNF Center 1254,SNF
2255,Negotiate,"$37,847.00","Learning, Regulation Management, Compliance, XM",MedTeach,South Haven Assisted Living Center 1255,AL
2256,Identify,"$19,209.00",Learning,InsightsAct,Oak Grove Home Care Center 1256,HC
2257,Engage,"$44,646.00","Learning, XM",CareEd,River Valley Home Health Center 1257,HH
2258,Prove,"$34,856.00",XM,SNFCourse,New Creek Home Care Center 1258,HC
2259,Closed Won,"$36,134.00",Learning,MedTeach,South View Home Health Center 1259,HH
2260,Negotiate,"$14,857.00","Learning, Assessments",SNFCourse,West Creek Home Health Center 1260,HH
2261,Identify,"$13,035.00","Compliance, XM",MedTeach,South Point Home Care Center 1261,HC
2262,Prove,"$3,701.00","Learning, XM",InsightsAct,South View SNF Center 1262,SNF
2263,Identify,"$76,816.00",XM,CareEd,East View SNF Center 1263,SNF
2264,Negotiate,"$46,877.00","Learning, XM",MedTeach,South Heights SNF Center 1264,SNF
2265,Closed Lost,"$77,970.00","Compliance, XM",SNFCourse,Grand Valley Assisted Living Center 1265,AL
2266,Prove,"$74,321.00",Learning,CareEd,Pine Harbor Home Care Center 1266,HC
2267,Negotiate,"$49,691.00","Compliance, XM",SNFCourse,River Harbor Home Care Center 1267,HC
2268,Closed Won,"$9,445.00","Learning, Assessments",CareEd,River Valley Home Health Center 1268,HH
2269,Engage,"$80,165.00",XM,MedTeach,West Haven Home Care Center 1269,HC
2270,Identify,"$70,318.00","Learning, Policy Management",InsightsAct,River Ridge SNF Center 1270,SNF
2271,Engage,"$30,616.00","Learning, XM",MedTeach,New Harbor Home Health Center 1271,HH
2272,Engage,"$26,299.00","Learning, Regulation Management",InsightsAct,River Point SNF Center 1272,SNF
2273,Closed Won,"$77,698.00","Compliance, XM",InsightsAct,Oak Springs Home Care Center 1273,HC
2274,Prove,"$2,548.00","Learning, Regulation Management",SNFCourse,Grand Valley SNF Center 1274,SNF
2275,Prove,"$79,218.00","Learning, Regulation Management",CareEd,River Point Home Health Center 1275,HH
2276,Negotiate,"$9,923.00",Policy Management,InsightsAct,New Haven Assisted Living Center 1276,AL
2277,Negotiate,"$12,853.00","Learning, Regulation Management",CareEd,Grand Point Assisted Living Center 1277,AL
2278,Prove,"$21,508.00",Learning,MedTeach,Oak Harbor Home Care Center 1278,HC
2279,Identify,"$64,715.00",Learning,MedTeach,North View Assisted Living Center 1279,AL
2280,Engage,"$61,163.00",XM,SNFCourse,Lake Springs Home Care Center 1280,HC
2281,Prove,"$71,052.00","Compliance, XM",CareEd,North Haven SNF Center 1281,SNF
2282,Closed Lost,"$46,117.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Grand Valley SNF Center 1282,SNF
2283,Closed Won,"$11,041.00",Learning,MedTeach,Lake Ridge Home Health Center 1283,HH
2284,Identify,"$14,766.00","Compliance, XM",SNFCourse,Pine Valley Assisted Living Center 1284,AL
2285,Identify,"$67,744.00",Learning,CareEd,East Ridge SNF Center 1285,SNF
2286,Identify,"$28,938.00","Learning, XM",CareEd,Grand Harbor SNF Center 1286,SNF
2287,Prove,"$19,712.00","Learning, Regulation Management",MedTeach,River Harbor Home Health Center 1287,HH
2288,Engage,"$70,339.00","Learning, XM",MedTeach,Grand Heights Home Care Center 1288,HC
2289,Identify,"$37,460.00","Learning, Regulation Management",MedTeach,West Heights Home Care Center 1289,HC
2290,Identify,"$49,371.00","Learning, Regulation Management",SNFCourse,Pine Springs Home Health Center 1290,HH
2291,Engage,"$38,776.00",Policy Management,SNFCourse,South Creek Assisted Living Center 1291,AL
2292,Negotiate,"$20,287.00",Learning,CareEd,New Harbor Home Health Center 1292,HH
2293,Prove,"$78,757.00","Learning, XM",InsightsAct,South Harbor SNF Center 1293,SNF
2294,Closed Won,"$32,305.00","Learning, Regulation Management",MedTeach,Oak Point SNF Center 1294,SNF
2295,Engage,"$51,120.00",Learning,CareEd,New Creek Home Health Center 1295,HH
2296,Identify,"$81,739.00",Policy Management,InsightsAct,Grand View Home Health Center 1296,HH
2297,Closed Lost,"$32,255.00","Learning, XM",InsightsAct,East Ridge Home Care Center 1297,HC
2298,Closed Lost,"$55,101.00",Learning,InsightsAct,River Grove Assisted Living Center 1298,AL
2299,Engage,"$77,933.00","Learning, XM",InsightsAct,North Creek Home Care Center 1299,HC
2300,Prove,"$60,440.00","Compliance, XM",SNFCourse,West Haven Home Care Center 1300,HC
2301,Identify,"$73,685.00","Compliance, XM",MedTeach,South Grove Home Care Center 1301,HC
2302,Engage,"$53,110.00","Learning, XM",CareEd,New Harbor Home Health Center 1302,HH
2303,Engage,"$33,201.00","Learning, Regulation Management",CareEd,East Grove Assisted Living Center 1303,AL
2304,Engage,"$23,926.00","Compliance, XM",SNFCourse,River Creek Home Health Center 1304,HH
2305,Identify,"$57,452.00","Learning, Regulation Management",CareEd,East Springs SNF Center 1305,SNF
2306,Engage,"$18,266.00",Policy Management,CareEd,Oak Haven Home Health Center 1306,HH
2307,Identify,"$25,333.00","Learning, XM",MedTeach,North Valley Home Care Center 1307,HC
2308,Engage,"$6,198.00",Learning,CareEd,Grand Heights Home Health Center 1308,HH
2309,Engage,"$81,137.00",Policy Management,MedTeach,South Harbor Assisted Living Center 1309,AL
2310,Closed Lost,"$9,002.00","Learning, Assessments",SNFCourse,South Grove Home Health Center 1310,HH
2311,Negotiate,"$37,223.00",Learning,InsightsAct,Pine View Home Health Center 1311,HH
2312,Engage,"$39,319.00",Policy Management,InsightsAct,South Haven Assisted Living Center 1312,AL
2313,Identify,"$15,059.00","Learning, Regulation Management",InsightsAct,New Harbor Home Care Center 1313,HC
2314,Prove,"$52,979.00",XM,SNFCourse,Lake Creek Home Health Center 1314,HH
2315,Engage,"$48,931.00","Learning, Regulation Management",InsightsAct,East Heights Assisted Living Center 1315,AL
2316,Identify,"$76,200.00",Learning,SNFCourse,North Harbor Home Health Center 1316,HH
2317,Negotiate,"$51,129.00","Learning, Regulation Management",MedTeach,New Creek SNF Center 1317,SNF
2318,Engage,"$26,755.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Oak Grove Home Health Center 1318,HH
2319,Identify,"$7,546.00",Learning,MedTeach,New Springs SNF Center 1319,SNF
2320,Prove,"$53,451.00","Learning, Assessments",MedTeach,West Haven Assisted Living Center 1320,AL
2321,Prove,"$16,552.00",Learning,CareEd,North Springs Home Health Center 1321,HH
2322,Identify,"$76,142.00",Policy Management,SNFCourse,Grand Heights Home Care Center 1322,HC
2323,Identify,"$31,812.00",Policy Management,MedTeach,Oak Valley Assisted Living Center 1323,AL
2324,Identify,"$60,895.00","Learning, Policy Management",CareEd,North Ridge Home Health Center 1324,HH
2325,Prove,"$8,234.00",Learning,CareEd,North View Home Care Center 1325,HC
2326,Closed Lost,"$45,058.00","Learning, Policy Management",SNFCourse,Pine Valley Home Health Center 1326,HH
2327,Prove,"$79,633.00","Learning, Policy Management",CareEd,East Harbor Assisted Living Center 1327,AL
2328,Identify,"$77,873.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Springs Home Care Center 1328,HC
2329,Identify,"$22,707.00","Compliance, XM",InsightsAct,West Valley Home Health Center 1329,HH
2330,Engage,"$41,713.00",XM,SNFCourse,Grand Harbor Assisted Living Center 1330,AL
2331,Engage,"$37,263.00","Learning, Policy Management",CareEd,Pine Grove SNF Center 1331,SNF
2332,Closed Won,"$68,123.00","Learning, Regulation Management",MedTeach,East Ridge Assisted Living Center 1332,AL
2333,Closed Lost,"$81,830.00","Learning, Regulation Management, Compliance, XM",MedTeach,New Haven Home Care Center 1333,HC
2334,Identify,"$76,416.00","Learning, Policy Management",MedTeach,South Ridge Assisted Living Center 1334,AL
2335,Identify,"$34,673.00","Learning, Regulation Management",SNFCourse,South Grove Home Care Center 1335,HC
2336,Engage,"$22,406.00",XM,InsightsAct,River View Home Health Center 1336,HH
2337,Engage,"$36,182.00","Learning, XM",CareEd,West Springs Assisted Living Center 1337,AL
2338,Closed Won,"$82,737.00","Learning, Regulation Management, Compliance, XM",CareEd,East Ridge Assisted Living Center 1338,AL
2339,Identify,"$52,411.00",Learning,SNFCourse,River Grove Assisted Living Center 1339,AL
2340,Identify,"$8,639.00",XM,SNFCourse,North Point Home Care Center 1340,HC
2341,Identify,"$78,617.00",Learning,InsightsAct,Grand View Home Care Center 1341,HC
2342,Identify,"$43,115.00","Learning, XM",SNFCourse,Oak Ridge SNF Center 1342,SNF
2343,Engage,"$36,147.00","Learning, Policy Management",SNFCourse,Lake Harbor Assisted Living Center 1343,AL
2344,Identify,"$40,598.00","Learning, XM",SNFCourse,New Creek SNF Center 1344,SNF
2345,Identify,"$27,295.00","Compliance, XM",CareEd,Lake Haven Home Health Center 1345,HH
2346,Prove,"$63,869.00","Compliance, XM",CareEd,East Creek Assisted Living Center 1346,AL
2347,Identify,"$11,065.00","Learning, Policy Management",MedTeach,South Heights Home Care Center 1347,HC
2348,Identify,"$10,729.00",Learning,MedTeach,South Heights Assisted Living Center 1348,AL
2349,Closed Won,"$15,695.00","Learning, Regulation Management",SNFCourse,Lake View Home Care Center 1349,HC
2350,Identify,"$20,283.00","Learning, Regulation Management, Compliance, XM",CareEd,Lake View Home Health Center 1350,HH
2351,Engage,"$29,271.00",Learning,InsightsAct,Oak Point Home Care Center 1351,HC
2352,Prove,"$60,325.00","Learning, XM",CareEd,West Haven Assisted Living Center 1352,AL
2353,Closed Lost,"$31,627.00","Learning, Regulation Management, Compliance, XM",SNFCourse,River View Home Health Center 1353,HH
2354,Negotiate,"$47,776.00","Learning, XM",SNFCourse,Lake Creek SNF Center 1354,SNF
2355,Negotiate,"$44,540.00",Learning,SNFCourse,East Valley Home Care Center 1355,HC
2356,Closed Lost,"$13,703.00","Compliance, XM",InsightsAct,East Haven Assisted Living Center 1356,AL
2357,Prove,"$83,113.00",XM,SNFCourse,North Creek Assisted Living Center 1357,AL
2358,Identify,"$7,241.00","Learning, Policy Management",CareEd,West Point Home Care Center 1358,HC
2359,Prove,"$72,401.00",Policy Management,CareEd,South View SNF Center 1359,SNF
2360,Identify,"$59,648.00","Learning, XM",CareEd,East Ridge SNF Center 1360,SNF
2361,Engage,"$53,653.00",Policy Management,SNFCourse,New Harbor Home Care Center 1361,HC
2362,Identify,"$64,394.00",Learning,MedTeach,River Heights SNF Center 1362,SNF
